"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","GDPHRWKD","TOT","USD","A","2005",38.114791,
"GRC","GDPHRWKD","TOT","USD","A","2006",39.764312,
"GRC","GDPHRWKD","TOT","USD","A","2007",40.801235,
"GRC","GDPHRWKD","TOT","USD","A","2008",40.230943,
"GRC","GDPHRWKD","TOT","USD","A","2009",39.18558,
"GRC","GDPHRWKD","TOT","USD","A","2010",39.171813,
"GRC","GDPHRWKD","TOT","USD","A","2011",37.890238,
"GRC","GDPHRWKD","TOT","USD","A","2012",37.166422,
"GRC","GDPHRWKD","TOT","USD","A","2013",36.853878,
"GRC","GDPHRWKD","TOT","USD","A","2014",37.488934,
"GRC","GDPHRWKD","TOT","USD","A","2015",36.865935,
"GRC","GDPHRWKD","TOT","USD","A","2016",36.643281,
"GRC","GDPHRWKD","TOT","USD","A","2017",36.367228,
"GRC","GDPHRWKD","TOT","USD","A","2018",36.449238,
"HUN","GDPHRWKD","TOT","USD","A","1991",15.98355,
"HUN","GDPHRWKD","TOT","USD","A","1992",17.300321,
"HUN","GDPHRWKD","TOT","USD","A","1993",18.351348,
"HUN","GDPHRWKD","TOT","USD","A","1994",18.009278,
"HUN","GDPHRWKD","TOT","USD","A","1995",20.80855,"B"
