"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","HRWKD","TOT","HR_WKD","A","2015",2140,
"MEX","HRWKD","TOT","HR_WKD","A","2016",2146,
"MEX","HRWKD","TOT","HR_WKD","A","2017",2148,
"MEX","HRWKD","TOT","HR_WKD","A","2018",2148,
"NLD","HRWKD","TOT","HR_WKD","A","1970",1809,
"NLD","HRWKD","TOT","HR_WKD","A","1971",1777,
"NLD","HRWKD","TOT","HR_WKD","A","1972",1775,
"NLD","HRWKD","TOT","HR_WKD","A","1973",1749,
"NLD","HRWKD","TOT","HR_WKD","A","1974",1696,
"NLD","HRWKD","TOT","HR_WKD","A","1975",1644,
"NLD","HRWKD","TOT","HR_WKD","A","1976",1628,
"NLD","HRWKD","TOT","HR_WKD","A","1977",1608,
"NLD","HRWKD","TOT","HR_WKD","A","1978",1580,
"NLD","HRWKD","TOT","HR_WKD","A","1979",1559,
"NLD","HRWKD","TOT","HR_WKD","A","1980",1556,
"NLD","HRWKD","TOT","HR_WKD","A","1981",1556,
"NLD","HRWKD","TOT","HR_WKD","A","1982",1542,
"NLD","HRWKD","TOT","HR_WKD","A","1983",1527,
"NLD","HRWKD","TOT","HR_WKD","A","1984",1519,
"NLD","HRWKD","TOT","HR_WKD","A","1985",1502,
"NLD","HRWKD","TOT","HR_WKD","A","1986",1488,
"NLD","HRWKD","TOT","HR_WKD","A","1987",1467,
"NLD","HRWKD","TOT","HR_WKD","A","1988",1464,
"NLD","HRWKD","TOT","HR_WKD","A","1989",1459,
"NLD","HRWKD","TOT","HR_WKD","A","1990",1454,
"NLD","HRWKD","TOT","HR_WKD","A","1991",1444,
"NLD","HRWKD","TOT","HR_WKD","A","1992",1451,
"NLD","HRWKD","TOT","HR_WKD","A","1993",1440,
"NLD","HRWKD","TOT","HR_WKD","A","1994",1447,
"NLD","HRWKD","TOT","HR_WKD","A","1995",1482,
"NLD","HRWKD","TOT","HR_WKD","A","1996",1496,
"NLD","HRWKD","TOT","HR_WKD","A","1997",1482,
"NLD","HRWKD","TOT","HR_WKD","A","1998",1479,
"NLD","HRWKD","TOT","HR_WKD","A","1999",1477,
"NLD","HRWKD","TOT","HR_WKD","A","2000",1464,
"NLD","HRWKD","TOT","HR_WKD","A","2001",1454,
"NLD","HRWKD","TOT","HR_WKD","A","2002",1436,
"NLD","HRWKD","TOT","HR_WKD","A","2003",1428,
"NLD","HRWKD","TOT","HR_WKD","A","2004",1448,
"NLD","HRWKD","TOT","HR_WKD","A","2005",1434,
"NLD","HRWKD","TOT","HR_WKD","A","2006",1430,
"NLD","HRWKD","TOT","HR_WKD","A","2007",1429,
"NLD","HRWKD","TOT","HR_WKD","A","2008",1429,
"NLD","HRWKD","TOT","HR_WKD","A","2009",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2010",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2011",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2012",1411,
"NLD","HRWKD","TOT","HR_WKD","A","2013",1415,
"NLD","HRWKD","TOT","HR_WKD","A","2014",1426,
"NLD","HRWKD","TOT","HR_WKD","A","2015",1426,
"NLD","HRWKD","TOT","HR_WKD","A","2016",1438,
"NLD","HRWKD","TOT","HR_WKD","A","2017",1435,
"NLD","HRWKD","TOT","HR_WKD","A","2018",1433,
"NZL","HRWKD","TOT","HR_WKD","A","1986",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1987",1838,
"NZL","HRWKD","TOT","HR_WKD","A","1988",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1989",1820,
"NZL","HRWKD","TOT","HR_WKD","A","1990",1809,
"NZL","HRWKD","TOT","HR_WKD","A","1991",1792,
"NZL","HRWKD","TOT","HR_WKD","A","1992",1799,
"NZL","HRWKD","TOT","HR_WKD","A","1993",1853,
"NZL","HRWKD","TOT","HR_WKD","A","1994",1848,
"NZL","HRWKD","TOT","HR_WKD","A","1995",1841,
"NZL","HRWKD","TOT","HR_WKD","A","1996",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1997",1826,
"NZL","HRWKD","TOT","HR_WKD","A","1998",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1999",1845,
"NZL","HRWKD","TOT","HR_WKD","A","2000",1836,
"NZL","HRWKD","TOT","HR_WKD","A","2001",1825,
"NZL","HRWKD","TOT","HR_WKD","A","2002",1826,
"NZL","HRWKD","TOT","HR_WKD","A","2003",1823,
"NZL","HRWKD","TOT","HR_WKD","A","2004",1830,
"NZL","HRWKD","TOT","HR_WKD","A","2005",1815,
"NZL","HRWKD","TOT","HR_WKD","A","2006",1795,
"NZL","HRWKD","TOT","HR_WKD","A","2007",1774,
"NZL","HRWKD","TOT","HR_WKD","A","2008",1761,
"NZL","HRWKD","TOT","HR_WKD","A","2009",1740,
"NZL","HRWKD","TOT","HR_WKD","A","2010",1755,
"NZL","HRWKD","TOT","HR_WKD","A","2011",1746,
"NZL","HRWKD","TOT","HR_WKD","A","2012",1734,
"NZL","HRWKD","TOT","HR_WKD","A","2013",1752,
"NZL","HRWKD","TOT","HR_WKD","A","2014",1762,
"NZL","HRWKD","TOT","HR_WKD","A","2015",1757,
"NZL","HRWKD","TOT","HR_WKD","A","2016",1752,
"NZL","HRWKD","TOT","HR_WKD","A","2017",1753,
"NZL","HRWKD","TOT","HR_WKD","A","2018",1756,
"NOR","HRWKD","TOT","HR_WKD","A","1962",1995,
"NOR","HRWKD","TOT","HR_WKD","A","1963",1986,
"NOR","HRWKD","TOT","HR_WKD","A","1964",1996,
"NOR","HRWKD","TOT","HR_WKD","A","1965",1951,
"NOR","HRWKD","TOT","HR_WKD","A","1966",1952,
"NOR","HRWKD","TOT","HR_WKD","A","1967",1936,
"NOR","HRWKD","TOT","HR_WKD","A","1968",1897,
"NOR","HRWKD","TOT","HR_WKD","A","1969",1849,
"NOR","HRWKD","TOT","HR_WKD","A","1970",1835,
"NOR","HRWKD","TOT","HR_WKD","A","1971",1813,
"NOR","HRWKD","TOT","HR_WKD","A","1972",1780,
"NOR","HRWKD","TOT","HR_WKD","A","1973",1766,
"NOR","HRWKD","TOT","HR_WKD","A","1974",1745,
"NOR","HRWKD","TOT","HR_WKD","A","1975",1728,
"NOR","HRWKD","TOT","HR_WKD","A","1976",1674,
"NOR","HRWKD","TOT","HR_WKD","A","1977",1638,
"NOR","HRWKD","TOT","HR_WKD","A","1978",1602,
"NOR","HRWKD","TOT","HR_WKD","A","1979",1580,
"NOR","HRWKD","TOT","HR_WKD","A","1980",1580,
"NOR","HRWKD","TOT","HR_WKD","A","1981",1570,
"NOR","HRWKD","TOT","HR_WKD","A","1982",1559,
"NOR","HRWKD","TOT","HR_WKD","A","1983",1553,
"NOR","HRWKD","TOT","HR_WKD","A","1984",1548,
"NOR","HRWKD","TOT","HR_WKD","A","1985",1542,
"NOR","HRWKD","TOT","HR_WKD","A","1986",1538,
"NOR","HRWKD","TOT","HR_WKD","A","1987",1511,
"NOR","HRWKD","TOT","HR_WKD","A","1988",1513,
"NOR","HRWKD","TOT","HR_WKD","A","1989",1511,
"NOR","HRWKD","TOT","HR_WKD","A","1990",1503,
"NOR","HRWKD","TOT","HR_WKD","A","1991",1500,
"NOR","HRWKD","TOT","HR_WKD","A","1992",1510,
"NOR","HRWKD","TOT","HR_WKD","A","1993",1507,
"NOR","HRWKD","TOT","HR_WKD","A","1994",1505,
"NOR","HRWKD","TOT","HR_WKD","A","1995",1488,
"NOR","HRWKD","TOT","HR_WKD","A","1996",1483,
"NOR","HRWKD","TOT","HR_WKD","A","1997",1478,
"NOR","HRWKD","TOT","HR_WKD","A","1998",1476,
"NOR","HRWKD","TOT","HR_WKD","A","1999",1473,
"NOR","HRWKD","TOT","HR_WKD","A","2000",1455,
"NOR","HRWKD","TOT","HR_WKD","A","2001",1429,
"NOR","HRWKD","TOT","HR_WKD","A","2002",1414,
"NOR","HRWKD","TOT","HR_WKD","A","2003",1400.7,
"NOR","HRWKD","TOT","HR_WKD","A","2004",1420.5,
"NOR","HRWKD","TOT","HR_WKD","A","2005",1422.8,
"NOR","HRWKD","TOT","HR_WKD","A","2006",1419.8,
"NOR","HRWKD","TOT","HR_WKD","A","2007",1426,
"NOR","HRWKD","TOT","HR_WKD","A","2008",1429.5,
"NOR","HRWKD","TOT","HR_WKD","A","2009",1406.8,
"NOR","HRWKD","TOT","HR_WKD","A","2010",1415.3,
"NOR","HRWKD","TOT","HR_WKD","A","2011",1421.1,
"NOR","HRWKD","TOT","HR_WKD","A","2012",1419.7,
"NOR","HRWKD","TOT","HR_WKD","A","2013",1408.1,
"NOR","HRWKD","TOT","HR_WKD","A","2014",1426.9,
"NOR","HRWKD","TOT","HR_WKD","A","2015",1423.9,
"NOR","HRWKD","TOT","HR_WKD","A","2016",1424.4,
"NOR","HRWKD","TOT","HR_WKD","A","2017",1419.1,
"NOR","HRWKD","TOT","HR_WKD","A","2018",1416.4,
"POL","HRWKD","TOT","HR_WKD","A","1995",1943,
"POL","HRWKD","TOT","HR_WKD","A","1996",1931,
"POL","HRWKD","TOT","HR_WKD","A","1997",1909,
"POL","HRWKD","TOT","HR_WKD","A","1998",1906,
"POL","HRWKD","TOT","HR_WKD","A","1999",1846,
"POL","HRWKD","TOT","HR_WKD","A","2000",1863,
"POL","HRWKD","TOT","HR_WKD","A","2001",1865,
"POL","HRWKD","TOT","HR_WKD","A","2002",1860,
"POL","HRWKD","TOT","HR_WKD","A","2003",1865,
"POL","HRWKD","TOT","HR_WKD","A","2004",1866,
"POL","HRWKD","TOT","HR_WKD","A","2005",1861,
"POL","HRWKD","TOT","HR_WKD","A","2006",1862,
"POL","HRWKD","TOT","HR_WKD","A","2007",1859,
"POL","HRWKD","TOT","HR_WKD","A","2008",1852,
"POL","HRWKD","TOT","HR_WKD","A","2009",1838,
"POL","HRWKD","TOT","HR_WKD","A","2010",1834,
"POL","HRWKD","TOT","HR_WKD","A","2011",1829,
"POL","HRWKD","TOT","HR_WKD","A","2012",1824,
"POL","HRWKD","TOT","HR_WKD","A","2013",1821,
"POL","HRWKD","TOT","HR_WKD","A","2014",1827,
"POL","HRWKD","TOT","HR_WKD","A","2015",1834,
"POL","HRWKD","TOT","HR_WKD","A","2016",1836,
"POL","HRWKD","TOT","HR_WKD","A","2017",1815,
"POL","HRWKD","TOT","HR_WKD","A","2018",1792,
"PRT","HRWKD","TOT","HR_WKD","A","1970",1956,
"PRT","HRWKD","TOT","HR_WKD","A","1971",1943,
"PRT","HRWKD","TOT","HR_WKD","A","1972",1931,
"PRT","HRWKD","TOT","HR_WKD","A","1973",1919,
"PRT","HRWKD","TOT","HR_WKD","A","1974",1907,
"PRT","HRWKD","TOT","HR_WKD","A","1975",1896,
"PRT","HRWKD","TOT","HR_WKD","A","1976",1885,
"PRT","HRWKD","TOT","HR_WKD","A","1977",1874,
"PRT","HRWKD","TOT","HR_WKD","A","1978",1863,
"PRT","HRWKD","TOT","HR_WKD","A","1979",1852,
"PRT","HRWKD","TOT","HR_WKD","A","1980",1842,
"PRT","HRWKD","TOT","HR_WKD","A","1981",1831,
"PRT","HRWKD","TOT","HR_WKD","A","1982",1820,
"PRT","HRWKD","TOT","HR_WKD","A","1983",1810,
"PRT","HRWKD","TOT","HR_WKD","A","1984",1799,
"PRT","HRWKD","TOT","HR_WKD","A","1985",1789,
"PRT","HRWKD","TOT","HR_WKD","A","1986",1778,
"PRT","HRWKD","TOT","HR_WKD","A","1987",1793,
"PRT","HRWKD","TOT","HR_WKD","A","1988",1792,
"PRT","HRWKD","TOT","HR_WKD","A","1989",1811,
"PRT","HRWKD","TOT","HR_WKD","A","1990",1799,
"PRT","HRWKD","TOT","HR_WKD","A","1991",1733,
"PRT","HRWKD","TOT","HR_WKD","A","1992",1676,
"PRT","HRWKD","TOT","HR_WKD","A","1993",1678,
"PRT","HRWKD","TOT","HR_WKD","A","1994",1685,
"PRT","HRWKD","TOT","HR_WKD","A","1995",1739,
"PRT","HRWKD","TOT","HR_WKD","A","1996",1740,
"PRT","HRWKD","TOT","HR_WKD","A","1997",1735,
"PRT","HRWKD","TOT","HR_WKD","A","1998",1750,
"PRT","HRWKD","TOT","HR_WKD","A","1999",1751,
"PRT","HRWKD","TOT","HR_WKD","A","2000",1760,
"PRT","HRWKD","TOT","HR_WKD","A","2001",1745,
"PRT","HRWKD","TOT","HR_WKD","A","2002",1739,
"PRT","HRWKD","TOT","HR_WKD","A","2003",1733,
"PRT","HRWKD","TOT","HR_WKD","A","2004",1738,
"PRT","HRWKD","TOT","HR_WKD","A","2005",1740,
"PRT","HRWKD","TOT","HR_WKD","A","2006",1729,
"PRT","HRWKD","TOT","HR_WKD","A","2007",1745,
"PRT","HRWKD","TOT","HR_WKD","A","2008",1733,
"PRT","HRWKD","TOT","HR_WKD","A","2009",1733,
"PRT","HRWKD","TOT","HR_WKD","A","2010",1735,
"PRT","HRWKD","TOT","HR_WKD","A","2011",1714,
"PRT","HRWKD","TOT","HR_WKD","A","2012",1698,
"PRT","HRWKD","TOT","HR_WKD","A","2013",1707,
"PRT","HRWKD","TOT","HR_WKD","A","2014",1714,
"PRT","HRWKD","TOT","HR_WKD","A","2015",1722,
"PRT","HRWKD","TOT","HR_WKD","A","2016",1725,
"PRT","HRWKD","TOT","HR_WKD","A","2017",1727,
"PRT","HRWKD","TOT","HR_WKD","A","2018",1722,
"SVK","HRWKD","TOT","HR_WKD","A","1995",1853,
"SVK","HRWKD","TOT","HR_WKD","A","1996",1820,
"SVK","HRWKD","TOT","HR_WKD","A","1997",1830,
"SVK","HRWKD","TOT","HR_WKD","A","1998",1822,
"SVK","HRWKD","TOT","HR_WKD","A","1999",1816,
"SVK","HRWKD","TOT","HR_WKD","A","2000",1816,
"SVK","HRWKD","TOT","HR_WKD","A","2001",1801,
"SVK","HRWKD","TOT","HR_WKD","A","2002",1754,
"SVK","HRWKD","TOT","HR_WKD","A","2003",1698,
"SVK","HRWKD","TOT","HR_WKD","A","2004",1742,
"SVK","HRWKD","TOT","HR_WKD","A","2005",1769,
"SVK","HRWKD","TOT","HR_WKD","A","2006",1774,
"SVK","HRWKD","TOT","HR_WKD","A","2007",1791,
"SVK","HRWKD","TOT","HR_WKD","A","2008",1793,
"SVK","HRWKD","TOT","HR_WKD","A","2009",1780,
"SVK","HRWKD","TOT","HR_WKD","A","2010",1805,
"SVK","HRWKD","TOT","HR_WKD","A","2011",1793,
"SVK","HRWKD","TOT","HR_WKD","A","2012",1789,
"SVK","HRWKD","TOT","HR_WKD","A","2013",1772,
"SVK","HRWKD","TOT","HR_WKD","A","2014",1760,
"SVK","HRWKD","TOT","HR_WKD","A","2015",1754,
"SVK","HRWKD","TOT","HR_WKD","A","2016",1740,
"SVK","HRWKD","TOT","HR_WKD","A","2017",1714,
"SVK","HRWKD","TOT","HR_WKD","A","2018",1698,
"ESP","HRWKD","TOT","HR_WKD","A","1977",2036.3,
"ESP","HRWKD","TOT","HR_WKD","A","1978",2004.9,
"ESP","HRWKD","TOT","HR_WKD","A","1979",1954.3,
"ESP","HRWKD","TOT","HR_WKD","A","1980",1936,
"ESP","HRWKD","TOT","HR_WKD","A","1981",1901.64,
"ESP","HRWKD","TOT","HR_WKD","A","1982",1880.3,
"ESP","HRWKD","TOT","HR_WKD","A","1983",1847.9,
"ESP","HRWKD","TOT","HR_WKD","A","1984",1803.4,
"ESP","HRWKD","TOT","HR_WKD","A","1985",1793.3,
"ESP","HRWKD","TOT","HR_WKD","A","1986",1785.2,
"ESP","HRWKD","TOT","HR_WKD","A","1987",1777.1,
"ESP","HRWKD","TOT","HR_WKD","A","1988",1773,
"ESP","HRWKD","TOT","HR_WKD","A","1989",1760.9,
"ESP","HRWKD","TOT","HR_WKD","A","1990",1762.9,
"ESP","HRWKD","TOT","HR_WKD","A","1991",1772,
"ESP","HRWKD","TOT","HR_WKD","A","1992",1763.9,
"ESP","HRWKD","TOT","HR_WKD","A","1993",1755.8,
"ESP","HRWKD","TOT","HR_WKD","A","1994",1754.8,
"ESP","HRWKD","TOT","HR_WKD","A","1995",1754.8,
"ESP","HRWKD","TOT","HR_WKD","A","1996",1749.7,
"ESP","HRWKD","TOT","HR_WKD","A","1997",1749.7,
"ESP","HRWKD","TOT","HR_WKD","A","1998",1753.8,
"ESP","HRWKD","TOT","HR_WKD","A","1999",1753.8,
"ESP","HRWKD","TOT","HR_WKD","A","2000",1752.8,
"ESP","HRWKD","TOT","HR_WKD","A","2001",1762.5,
"ESP","HRWKD","TOT","HR_WKD","A","2002",1764.6,
"ESP","HRWKD","TOT","HR_WKD","A","2003",1755.9,
"ESP","HRWKD","TOT","HR_WKD","A","2004",1741.5,
"ESP","HRWKD","TOT","HR_WKD","A","2005",1725.6,
"ESP","HRWKD","TOT","HR_WKD","A","2006",1715.7,
"ESP","HRWKD","TOT","HR_WKD","A","2007",1703.5,
"ESP","HRWKD","TOT","HR_WKD","A","2008",1712.6,
"ESP","HRWKD","TOT","HR_WKD","A","2009",1719.7,
"ESP","HRWKD","TOT","HR_WKD","A","2010",1710.4,
"ESP","HRWKD","TOT","HR_WKD","A","2011",1715.5,
"ESP","HRWKD","TOT","HR_WKD","A","2012",1701.2,
"ESP","HRWKD","TOT","HR_WKD","A","2013",1693.5,
"ESP","HRWKD","TOT","HR_WKD","A","2014",1694.6,
"ESP","HRWKD","TOT","HR_WKD","A","2015",1699.6,
"ESP","HRWKD","TOT","HR_WKD","A","2016",1701.5,
"ESP","HRWKD","TOT","HR_WKD","A","2017",1690.2,
"ESP","HRWKD","TOT","HR_WKD","A","2018",1701,
"SWE","HRWKD","TOT","HR_WKD","A","1950",1842,
"SWE","HRWKD","TOT","HR_WKD","A","1951",1833,
"SWE","HRWKD","TOT","HR_WKD","A","1952",1833,
"SWE","HRWKD","TOT","HR_WKD","A","1953",1815,
"SWE","HRWKD","TOT","HR_WKD","A","1954",1825,
"SWE","HRWKD","TOT","HR_WKD","A","1955",1815,
"SWE","HRWKD","TOT","HR_WKD","A","1956",1792,
"SWE","HRWKD","TOT","HR_WKD","A","1957",1792,
"SWE","HRWKD","TOT","HR_WKD","A","1958",1763,
"SWE","HRWKD","TOT","HR_WKD","A","1959",1739,
"SWE","HRWKD","TOT","HR_WKD","A","1960",1735,
"SWE","HRWKD","TOT","HR_WKD","A","1961",1737,
"SWE","HRWKD","TOT","HR_WKD","A","1962",1726,
"SWE","HRWKD","TOT","HR_WKD","A","1963",1720,
"SWE","HRWKD","TOT","HR_WKD","A","1964",1692,
"SWE","HRWKD","TOT","HR_WKD","A","1965",1682,
"SWE","HRWKD","TOT","HR_WKD","A","1966",1669,
"SWE","HRWKD","TOT","HR_WKD","A","1967",1641,
"SWE","HRWKD","TOT","HR_WKD","A","1968",1601,
"SWE","HRWKD","TOT","HR_WKD","A","1969",1580,
"SWE","HRWKD","TOT","HR_WKD","A","1970",1580,
"SWE","HRWKD","TOT","HR_WKD","A","1971",1551,
"SWE","HRWKD","TOT","HR_WKD","A","1972",1515,
"SWE","HRWKD","TOT","HR_WKD","A","1973",1500,
"SWE","HRWKD","TOT","HR_WKD","A","1974",1483,
"SWE","HRWKD","TOT","HR_WKD","A","1975",1461,
"SWE","HRWKD","TOT","HR_WKD","A","1976",1469,
"SWE","HRWKD","TOT","HR_WKD","A","1977",1444,
"SWE","HRWKD","TOT","HR_WKD","A","1978",1408,
"SWE","HRWKD","TOT","HR_WKD","A","1979",1398,
"SWE","HRWKD","TOT","HR_WKD","A","1980",1399,
"SWE","HRWKD","TOT","HR_WKD","A","1981",1391,
"SWE","HRWKD","TOT","HR_WKD","A","1982",1404,
"SWE","HRWKD","TOT","HR_WKD","A","1983",1412,
"SWE","HRWKD","TOT","HR_WKD","A","1984",1414,
"SWE","HRWKD","TOT","HR_WKD","A","1985",1418,
"SWE","HRWKD","TOT","HR_WKD","A","1986",1416,
"SWE","HRWKD","TOT","HR_WKD","A","1987",1426,
"SWE","HRWKD","TOT","HR_WKD","A","1988",1444,
"SWE","HRWKD","TOT","HR_WKD","A","1989",1443,
"SWE","HRWKD","TOT","HR_WKD","A","1990",1439,
"SWE","HRWKD","TOT","HR_WKD","A","1991",1427,
"SWE","HRWKD","TOT","HR_WKD","A","1992",1443,
"SWE","HRWKD","TOT","HR_WKD","A","1993",1459,
"SWE","HRWKD","TOT","HR_WKD","A","1994",1494,
"SWE","HRWKD","TOT","HR_WKD","A","1995",1498,
"SWE","HRWKD","TOT","HR_WKD","A","1996",1510,
"SWE","HRWKD","TOT","HR_WKD","A","1997",1515,
"SWE","HRWKD","TOT","HR_WKD","A","1998",1513,
"SWE","HRWKD","TOT","HR_WKD","A","1999",1521,
"SWE","HRWKD","TOT","HR_WKD","A","2000",1500,
"SWE","HRWKD","TOT","HR_WKD","A","2001",1478,
"SWE","HRWKD","TOT","HR_WKD","A","2002",1457,
"SWE","HRWKD","TOT","HR_WKD","A","2003",1445,
"SWE","HRWKD","TOT","HR_WKD","A","2004",1467,
"SWE","HRWKD","TOT","HR_WKD","A","2005",1466,
"SWE","HRWKD","TOT","HR_WKD","A","2006",1461,
"SWE","HRWKD","TOT","HR_WKD","A","2007",1472,
"SWE","HRWKD","TOT","HR_WKD","A","2008",1477,
"SWE","HRWKD","TOT","HR_WKD","A","2009",1470,
"SWE","HRWKD","TOT","HR_WKD","A","2010",1494,
"SWE","HRWKD","TOT","HR_WKD","A","2011",1491,
"SWE","HRWKD","TOT","HR_WKD","A","2012",1478,
"SWE","HRWKD","TOT","HR_WKD","A","2013",1470,
"SWE","HRWKD","TOT","HR_WKD","A","2014",1470,
"SWE","HRWKD","TOT","HR_WKD","A","2015",1471,
"SWE","HRWKD","TOT","HR_WKD","A","2016",1482,
"SWE","HRWKD","TOT","HR_WKD","A","2017",1470,
"SWE","HRWKD","TOT","HR_WKD","A","2018",1474,
"CHE","HRWKD","TOT","HR_WKD","A","1991",1718.1,
"CHE","HRWKD","TOT","HR_WKD","A","1992",1725.4,
"CHE","HRWKD","TOT","HR_WKD","A","1993",1720.4,
"CHE","HRWKD","TOT","HR_WKD","A","1994",1739.7,
"CHE","HRWKD","TOT","HR_WKD","A","1995",1720.3,
"CHE","HRWKD","TOT","HR_WKD","A","1996",1696.9,
"CHE","HRWKD","TOT","HR_WKD","A","1997",1687.5,
"CHE","HRWKD","TOT","HR_WKD","A","1998",1695.5,
"CHE","HRWKD","TOT","HR_WKD","A","1999",1717.4,
"CHE","HRWKD","TOT","HR_WKD","A","2000",1712.7,
"CHE","HRWKD","TOT","HR_WKD","A","2001",1672.8,
"CHE","HRWKD","TOT","HR_WKD","A","2002",1651.3,
"CHE","HRWKD","TOT","HR_WKD","A","2003",1664.5,
"CHE","HRWKD","TOT","HR_WKD","A","2004",1695,
"CHE","HRWKD","TOT","HR_WKD","A","2005",1690,
"CHE","HRWKD","TOT","HR_WKD","A","2006",1679.2,
"CHE","HRWKD","TOT","HR_WKD","A","2007",1668.9,
"CHE","HRWKD","TOT","HR_WKD","A","2008",1659.5,
"CHE","HRWKD","TOT","HR_WKD","A","2009",1650.8,
"CHE","HRWKD","TOT","HR_WKD","A","2010",1624.3,
"CHE","HRWKD","TOT","HR_WKD","A","2011",1619.3,
"CHE","HRWKD","TOT","HR_WKD","A","2012",1603.2,
"CHE","HRWKD","TOT","HR_WKD","A","2013",1582.9,
"CHE","HRWKD","TOT","HR_WKD","A","2014",1575.3,
"CHE","HRWKD","TOT","HR_WKD","A","2015",1589.5,
"CHE","HRWKD","TOT","HR_WKD","A","2016",1589.7,
"CHE","HRWKD","TOT","HR_WKD","A","2017",1570,
"CHE","HRWKD","TOT","HR_WKD","A","2018",1458.8,
"TUR","HRWKD","TOT","HR_WKD","A","1970",2086,
"TUR","HRWKD","TOT","HR_WKD","A","1971",2077,
"TUR","HRWKD","TOT","HR_WKD","A","1972",2069,
"TUR","HRWKD","TOT","HR_WKD","A","1973",2060,
"TUR","HRWKD","TOT","HR_WKD","A","1974",2044,
"TUR","HRWKD","TOT","HR_WKD","A","1975",2028,
"TUR","HRWKD","TOT","HR_WKD","A","1976",2012,
"TUR","HRWKD","TOT","HR_WKD","A","1977",1996,
"TUR","HRWKD","TOT","HR_WKD","A","1978",1980,
"TUR","HRWKD","TOT","HR_WKD","A","1979",1964,
"TUR","HRWKD","TOT","HR_WKD","A","1980",1957,
"TUR","HRWKD","TOT","HR_WKD","A","1981",1950,
"TUR","HRWKD","TOT","HR_WKD","A","1982",1943,
"TUR","HRWKD","TOT","HR_WKD","A","1983",1935,
"TUR","HRWKD","TOT","HR_WKD","A","1984",1871,
"TUR","HRWKD","TOT","HR_WKD","A","1985",1898,
"TUR","HRWKD","TOT","HR_WKD","A","1986",1883,
"TUR","HRWKD","TOT","HR_WKD","A","1987",1844,
"TUR","HRWKD","TOT","HR_WKD","A","1988",1837,
"TUR","HRWKD","TOT","HR_WKD","A","1989",1867,
"TUR","HRWKD","TOT","HR_WKD","A","1990",1866,
"TUR","HRWKD","TOT","HR_WKD","A","1991",1870,
"TUR","HRWKD","TOT","HR_WKD","A","1992",1897,
"TUR","HRWKD","TOT","HR_WKD","A","1993",1917,
"TUR","HRWKD","TOT","HR_WKD","A","1994",1886,
"TUR","HRWKD","TOT","HR_WKD","A","1995",1876,
"TUR","HRWKD","TOT","HR_WKD","A","1996",1892,
"TUR","HRWKD","TOT","HR_WKD","A","1997",1878,
"TUR","HRWKD","TOT","HR_WKD","A","1998",1884,
"TUR","HRWKD","TOT","HR_WKD","A","1999",1925,
"TUR","HRWKD","TOT","HR_WKD","A","2000",1937,
"TUR","HRWKD","TOT","HR_WKD","A","2001",1942,
"TUR","HRWKD","TOT","HR_WKD","A","2002",1943,
"TUR","HRWKD","TOT","HR_WKD","A","2003",1943,
"TUR","HRWKD","TOT","HR_WKD","A","2004",1918,
"TUR","HRWKD","TOT","HR_WKD","A","2005",1936,
"TUR","HRWKD","TOT","HR_WKD","A","2006",1944,
"TUR","HRWKD","TOT","HR_WKD","A","2007",1911,
"TUR","HRWKD","TOT","HR_WKD","A","2008",1900,
"TUR","HRWKD","TOT","HR_WKD","A","2009",1881,
"TUR","HRWKD","TOT","HR_WKD","A","2010",1877,
"TUR","HRWKD","TOT","HR_WKD","A","2011",1864.22,
"TUR","HRWKD","TOT","HR_WKD","A","2012",1855.06,
"TUR","HRWKD","TOT","HR_WKD","A","2013",1832,
"TUR","HRWKD","TOT","HR_WKD","A","2014",1832,
"TUR","HRWKD","TOT","HR_WKD","A","2015",1832,
"GBR","HRWKD","TOT","HR_WKD","A","1970",1779,
"GBR","HRWKD","TOT","HR_WKD","A","1971",1744,
"GBR","HRWKD","TOT","HR_WKD","A","1972",1713,
"GBR","HRWKD","TOT","HR_WKD","A","1973",1765,
"GBR","HRWKD","TOT","HR_WKD","A","1974",1729,
"GBR","HRWKD","TOT","HR_WKD","A","1975",1724,
"GBR","HRWKD","TOT","HR_WKD","A","1976",1709,
"GBR","HRWKD","TOT","HR_WKD","A","1977",1691,
"GBR","HRWKD","TOT","HR_WKD","A","1978",1673,
"GBR","HRWKD","TOT","HR_WKD","A","1979",1665,
"GBR","HRWKD","TOT","HR_WKD","A","1980",1623,
"GBR","HRWKD","TOT","HR_WKD","A","1981",1571,
"GBR","HRWKD","TOT","HR_WKD","A","1982",1585,
"GBR","HRWKD","TOT","HR_WKD","A","1983",1572,
"GBR","HRWKD","TOT","HR_WKD","A","1984",1586,
"GBR","HRWKD","TOT","HR_WKD","A","1985",1617,
"GBR","HRWKD","TOT","HR_WKD","A","1986",1620,
"GBR","HRWKD","TOT","HR_WKD","A","1987",1609,
"GBR","HRWKD","TOT","HR_WKD","A","1988",1646,
"GBR","HRWKD","TOT","HR_WKD","A","1989",1635,
